keyword,context,title,author,topic
reason,"had talons, but who had reason too, which often reduces us",Middlemarch,George Eliot,-1
reason,"by jove! i knew the reason why she ran away,” said",Middlemarch,George Eliot,-1
reason,"by jove! i knew the reason why she ran away,” said",Middlemarch,George Eliot,-1
reason,never would tell him the reason why she had run away,Middlemarch,George Eliot,-1
reason,mother did not know the reason of her running away. she,Middlemarch,George Eliot,-1
reason,known would be an added reason why dorothea’s friends should look,Middlemarch,George Eliot,0
reason,it. i think that was reason enough.” “it was of no,Middlemarch,George Eliot,-1
reason,measure_. lydgate certainly had good reason to reflect on the service,Middlemarch,George Eliot,11
reason,far. there could be no reason why he should not play,Middlemarch,George Eliot,-1
reason,perhaps suggest to him a reason for quitting the room. he,Middlemarch,George Eliot,-1
reason,perhaps suggest to him a reason for quitting the room. he,Middlemarch,George Eliot,-1
reason,think you had some good reason for giving up the habit,Middlemarch,George Eliot,0
reason,cud in that way. his reason told him how the affair,Middlemarch,George Eliot,12
reason,"thumb and fore-finger. nevertheless, though reason strangled the desire to gamble,",Middlemarch,George Eliot,12
reason,which there was the good reason that the banker had given,Middlemarch,George Eliot,-1
reason,and there was also another reason why he was not sorry,Middlemarch,George Eliot,-1
reason,am sure i have no reason to deny any of my,Middlemarch,George Eliot,-1
reason,mind. “that is a poor reason for giving up a connection,Middlemarch,George Eliot,17
reason,mind. “that is a poor reason for giving up a connection,Middlemarch,George Eliot,17
reason,coloring slightly. “there is no reason why i should not tell,Middlemarch,George Eliot,-1
reason,"upon, but the eye of reason saw a probability of mental",Middlemarch,George Eliot,-1
reason,anybody doubted that some scandalous reason or other was at the,Middlemarch,George Eliot,12
reason,"raskill said it, it’s more reason why another should. but hypo_crite_",Middlemarch,George Eliot,-1
reason,"am sure i have no reason to be partial,” said mrs.",Middlemarch,George Eliot,-1
reason,there was any new special reason for this peremptoriness. his indisposition,Middlemarch,George Eliot,-1
reason,in this case had equal reason to complain of reserve and,Middlemarch,George Eliot,11
reason,"light the fire. “there’s a reason in mourning, as i’ve always",Middlemarch,George Eliot,-1
reason,"the fire. “there’s a reason in mourning, as i’ve always",Middlemarch,George Eliot,-1
reason,cast suspicions on him. the reason he told me was because,Middlemarch,George Eliot,11
reason,cast suspicions on him. the reason he told me was because,Middlemarch,George Eliot,11
reason,about everything; and for that reason he refused my proposal that,Middlemarch,George Eliot,11
reason,"with her, there was no reason for him to be ashamed",Middlemarch,George Eliot,23
reason,"and there had come a reason quite irrespective of dorothea, which",Middlemarch,George Eliot,23
reason,stated to himself as a reason for coming down. he had,Middlemarch,George Eliot,-1
reason,"frankly declared sympathy; and the reason why, in spite of that",Middlemarch,George Eliot,-1
reason,"frankly declared sympathy; and the reason why, in spite of that",Middlemarch,George Eliot,11
reason,which would give a makeshift reason for his retreat. but there,Middlemarch,George Eliot,11
reason,life told any one the reason why she spent her time,Middlemarch,George Eliot,-1
reason,to tipton? no; for some reason or other she preferred staying,Middlemarch,George Eliot,-1
reason,oh dear!” there was no reason why this should end any,Middlemarch,George Eliot,-1
reason,it would be a new reason for me to cling to,Middlemarch,George Eliot,-1
reason,mary answered; “and for that reason he could do better without,Middlemarch,George Eliot,-1
reason,which sir james for some reason did not care to tell,Middlemarch,George Eliot,-1
reason,which sir james for some reason did not care to tell,Middlemarch,George Eliot,-1
reason,"well."" yet she saw no reason why she should not be",Bayou Folk,Kate Chopin,-1
reason,"a less sanguine man. the reason was that suzanne, like every",Bayou Folk,Kate Chopin,-1
reason,"tell me there was a reason for it, i could n't",Bayou Folk,Kate Chopin,-1
reason,heart. she had for some reason been unable to speak; now,Bayou Folk,Kate Chopin,-1
reason,all the same. for that reason the prairie people forgave her,Bayou Folk,Kate Chopin,-1
reason,"who knew how to combine reason with strictness, comfort with economy,",Jane Eyre,Charlotte Brontë,-1
reason,"had failed me, but the reason for tranquillity was no more.",Jane Eyre,Charlotte Brontë,-1
reason,"reason, and a logical, natural reason too. however, when i had",Jane Eyre,Charlotte Brontë,-1
reason,"perhaps, though, that is the reason they rest tranquilly in their",Jane Eyre,Charlotte Brontë,-1
reason,"for nearly a fortnight past; reason having come forward and told,",Jane Eyre,Charlotte Brontë,-1
reason,"heart. ere long, i had reason to congratulate myself on the",Jane Eyre,Charlotte Brontë,-1
reason,joy meant: and to remind reason that it was not to,Jane Eyre,Charlotte Brontë,-1
reason,i could not find a reason to allege for leaving him.,Jane Eyre,Charlotte Brontë,-1
reason,sir: and i see no reason why i should now: till—”,Jane Eyre,Charlotte Brontë,-1
reason,"all you know, you have reason so to call her—what did",Jane Eyre,Charlotte Brontë,-1
reason,"spoke my very conscience and reason turned traitors against me, and",Jane Eyre,Charlotte Brontë,9
reason,before i came here. the reason of my departure i cannot,Jane Eyre,Charlotte Brontë,-1
reason,not extend to him. one reason of the distance yet observed,Jane Eyre,Charlotte Brontë,-1
reason,no!” “why? what is your reason for saying so?” “i read,Jane Eyre,Charlotte Brontë,33
reason,no!” “why? what is your reason for saying so?” “i read,Jane Eyre,Charlotte Brontë,-1
reason,now i have a particular reason for wishing to hear all,Jane Eyre,Charlotte Brontë,-1
reason,now i have a particular reason for wishing to hear all,Jane Eyre,Charlotte Brontë,10
freedom,our first step of comparative freedom was a personally conducted tour,Herland,Charlotte Perkins Gilman,1
freedom,"room, space, a sunny breezy freedom everywhere. somel set her chin",Herland,Charlotte Perkins Gilman,-1
freedom,the same exhilaration at their freedom ran through them all.,The Voyage Out,Virginia Woolf,-1
freedom,the same exhilaration at their freedom ran through them all. the,The Voyage Out,Virginia Woolf,4
freedom,"neatness of dress, lack of freedom in manner, extreme cleanliness of",The Voyage Out,Virginia Woolf,-1
freedom,"interest and pleasure, lost her freedom and became self-conscious. she felt",The Voyage Out,Virginia Woolf,36
freedom,"interest and pleasure, lost her freedom and became self-conscious. she felt",The Voyage Out,Virginia Woolf,-1
freedom,didn’t see us—i love the freedom of it—it’s like being the,The Voyage Out,Virginia Woolf,-1
freedom,same because of the extraordinary freedom with which she looked at,The Voyage Out,Virginia Woolf,-1
freedom,to mrs. thornbury with greater freedom now that his wife was,The Voyage Out,Virginia Woolf,-1
freedom,to mrs. thornbury with greater freedom now that his wife was,The Voyage Out,Virginia Woolf,10
freedom,"owed all the blessings and freedom they enjoyed to the bible,",The Woman's Bible,Elizabeth Cady Stanton,2
freedom,and in regard to human freedom from prohibitions imposed by deity.,The Woman's Bible,Elizabeth Cady Stanton,2
freedom,and in regard to human freedom from prohibitions imposed by deity.,The Woman's Bible,Elizabeth Cady Stanton,2
freedom,"true. she enjoyed unlimited individual freedom for many centuries, and the",The Woman's Bible,Elizabeth Cady Stanton,2
freedom,not claim her birthright of freedom will remain in the wilderness,The Woman's Bible,Elizabeth Cady Stanton,2
freedom,dignity. after long ages of freedom shall have eradicated from woman's,The Woman's Bible,Elizabeth Cady Stanton,2
freedom,whole narrative shows rebekah's personal freedom and dignity. she was alone,The Woman's Bible,Elizabeth Cady Stanton,2
freedom,"by the enemies of woman's freedom to teach her subjection, we",The Woman's Bible,Elizabeth Cady Stanton,2
freedom,"equal. in woman's struggle for freedom during the last half century,",The Woman's Bible,Elizabeth Cady Stanton,2
freedom,in any degree of personal freedom unless she has attained high,The Woman's Bible,Elizabeth Cady Stanton,2
freedom,as these. surely daughters in freedom could perpetuate family and national,The Woman's Bible,Elizabeth Cady Stanton,2
freedom,"not at all redeemed, nor freedom given her; she shall be",The Woman's Bible,Elizabeth Cady Stanton,2
freedom,the priest to secure her freedom was of the cheapest character.,The Woman's Bible,Elizabeth Cady Stanton,2
freedom,in that it gives no freedom to the owner of property,The Woman's Bible,Elizabeth Cady Stanton,2
freedom,to block woman's way to freedom than all other earthly influences,The Woman's Bible,Elizabeth Cady Stanton,-1
freedom,"gospel teaching, for only, in freedom to do right can a",The Woman's Bible,Elizabeth Cady Stanton,2
freedom,"heredity, aliens in spirit. the freedom of the natural law will",The Woman's Bible,Elizabeth Cady Stanton,2
freedom,"heredity, aliens in spirit. the freedom of the natural law will",The Woman's Bible,Elizabeth Cady Stanton,2
freedom,"germans, women formerly maintained greater freedom and power. the struggle of",The Woman's Bible,Elizabeth Cady Stanton,2
freedom,and that of her offspring. freedom is the first prerequisite to,The Woman's Bible,Elizabeth Cady Stanton,2
freedom,in the way of individual freedom and dignity. she had evidently,The Woman's Bible,Elizabeth Cady Stanton,2
freedom,the one to the other. freedom to seek soul development is,The Woman's Bible,Elizabeth Cady Stanton,2
freedom,"heaven."" the wonderful progress and freedom of woman, as woman, within",The Woman's Bible,Elizabeth Cady Stanton,2
freedom,woman's emancipation. look at the freedom of the jewish women of,The Woman's Bible,Elizabeth Cady Stanton,2
freedom,"matters pertaining to the absolute freedom of women."" the resolution was",The Woman's Bible,Elizabeth Cady Stanton,2
freedom,"over unsightly ignorance, and the freedom which has been bartered for",A Vindication of the Rights of Woman,Mary Wollstonecraft,1
freedom,"and, at last, despise the freedom which they have not sufficient",A Vindication of the Rights of Woman,Mary Wollstonecraft,1
freedom,"and, at last, despise the freedom which they have not sufficient",A Vindication of the Rights of Woman,Mary Wollstonecraft,1
freedom,"most indifferent occasions, with that freedom and elevation which the thought",A Vindication of the Rights of Woman,Mary Wollstonecraft,1
freedom,will consider such an impertinent freedom in the light of an,A Vindication of the Rights of Woman,Mary Wollstonecraft,1
freedom,"tired of him, and offered freedom to two old slaves-caesar, brother",Narrative of Sojourner Truth,Sojourner Truth,-1
freedom,"than destitution, and was a freedom more to be desired by",Narrative of Sojourner Truth,Sojourner Truth,-1
freedom,"she concluded to take her freedom into her own hands, and",Narrative of Sojourner Truth,Sojourner Truth,-1
freedom,her former companions enjoying their freedom for at least a little,Narrative of Sojourner Truth,Sojourner Truth,-1
freedom,her former companions enjoying their freedom for at least a little,Narrative of Sojourner Truth,Sojourner Truth,-1
freedom,has been said that the freedom of the most free of,Narrative of Sojourner Truth,Sojourner Truth,-1
freedom,by the postponement of their freedom to so late a day.,Narrative of Sojourner Truth,Sojourner Truth,1
freedom,"when isabella had obtained the freedom of her son, she remained",Narrative of Sojourner Truth,Sojourner Truth,-1
freedom,"this class, believing also in freedom of speech and action, often",Narrative of Sojourner Truth,Sojourner Truth,-1
freedom,she may feel a greater freedom than she can in the,Narrative of Sojourner Truth,Sojourner Truth,-1
freedom,the conditions of life and freedom recognized as the same for,Woman in the Nineteenth Century,Margaret Fuller,-1
freedom,"the sod, or use the freedom of their limbs only with",Woman in the Nineteenth Century,Margaret Fuller,-1
freedom,the servility of individuals; though freedom and equality have been proclaimed,Woman in the Nineteenth Century,Margaret Fuller,-1
freedom,"this, when inward and outward freedom for woman as much as",Woman in the Nineteenth Century,Margaret Fuller,-1
freedom,"with pride, he shows her freedom from all personal affections; that,",Woman in the Nineteenth Century,Margaret Fuller,-1
freedom,"freedom, the religious, the intelligent freedom of the universe to use",Woman in the Nineteenth Century,Margaret Fuller,1
freedom,"especially capable. even without equal freedom with the other sex, they",Woman in the Nineteenth Century,Margaret Fuller,-1
freedom,"the harmony in action, and freedom for individual growth, he hopes,",Woman in the Nineteenth Century,Margaret Fuller,-1
freedom,"frau aja, with such playful freedom of nature; the wise and",Woman in the Nineteenth Century,Margaret Fuller,1
freedom,"book bodes an era of freedom like its own of ""extraordinary,",Woman in the Nineteenth Century,Margaret Fuller,-1
freedom,"due attention to warmth and freedom in dress, and simplicity of",Woman in the Nineteenth Century,Margaret Fuller,-1
freedom,"due attention to warmth and freedom in dress, and simplicity of",Woman in the Nineteenth Century,Margaret Fuller,-1
freedom,of african slavery seek more freedom for women; but put it,Woman in the Nineteenth Century,Margaret Fuller,-1
freedom,of african slavery seek more freedom for women; but put it,Woman in the Nineteenth Century,Margaret Fuller,2
freedom,"better thought. but, were this freedom to come suddenly, i have",Woman in the Nineteenth Century,Margaret Fuller,-1
freedom,"itself with the swiftness, the freedom and the beauty, for which",Woman in the Nineteenth Century,Margaret Fuller,-1
freedom,"free, and the means of freedom and growth in others? to",Woman in the Nineteenth Century,Margaret Fuller,-1
freedom,which does not lose its freedom of motion and impulse by,Woman in the Nineteenth Century,Margaret Fuller,19
freedom,"during the first months, the freedom of the house; but on",Woman in the Nineteenth Century,Margaret Fuller,-1
freedom,man should prove his own freedom by making her free. let,Woman in the Nineteenth Century,Margaret Fuller,-1
freedom,the cause of truth and freedom in the face of their,Woman in the Nineteenth Century,Margaret Fuller,-1
freedom,and his movements showed great freedom and vigour. he had been,Strife and Peace,Fredrika Bremer,-1
freedom,"satisfaction upon all faces, a freedom from care, and a simplicity",Strife and Peace,Fredrika Bremer,-1
freedom,isolation full of sublimity; a freedom which the attached can never,Mrs Dalloway,Virginia Woolf,-1
freedom,isolation full of sublimity; a freedom which the attached can never,Mrs Dalloway,Virginia Woolf,-1
freedom,"while he placidly revelled in freedom and peanuts outside, with the",An Old-Fashioned Girl,Louisa May Alcott,3
freedom,"that wore it, for the freedom of her childhood gave to",An Old-Fashioned Girl,Louisa May Alcott,3
freedom,"seemed to pine for country freedom and home atmosphere. poor puttel,",An Old-Fashioned Girl,Louisa May Alcott,3
freedom,"studio; for there was a freedom about it that was charming,",An Old-Fashioned Girl,Louisa May Alcott,3
freedom,"had given tom back his freedom changed many things to polly,",An Old-Fashioned Girl,Louisa May Alcott,-1
freedom,much painful confusion and perplexing freedom of will. perhaps the suspense,The Mill on the Floss,George Eliot,6
freedom,into him with all that freedom which is derived from a,The Mill on the Floss,George Eliot,6
freedom,"to fuller speech by tom’s freedom from apprehension, she said loudly",The Mill on the Floss,George Eliot,-1
freedom,"petty family obstacles to her freedom had disappeared, that the present",The Mill on the Floss,George Eliot,-1
freedom,"recognition, which in its fine freedom from the coercion of any",The Mill on the Floss,George Eliot,-1
freedom,"recognition, which in its fine freedom from the coercion of any",The Mill on the Floss,George Eliot,6
freedom,had robbed her of perfect freedom yesterday; there was too much,The Mill on the Floss,George Eliot,-1
freedom,for all the pleasure and freedom we should have had in,Eighty Years and More,Elizabeth Cady Stanton,-1
freedom,of punishment. much of my freedom at this time was due,Eighty Years and More,Elizabeth Cady Stanton,-1
freedom,"two new sources of enjoyment--the freedom of the hotel during ""court",Eighty Years and More,Elizabeth Cady Stanton,27
freedom,play together with the greatest freedom and harmony. from the academy,Eighty Years and More,Elizabeth Cady Stanton,1
freedom,period of irrepressible joy and freedom comes to us in girlhood,Eighty Years and More,Elizabeth Cady Stanton,-1
freedom,of a new day of freedom in thought and action. my,Eighty Years and More,Elizabeth Cady Stanton,19
freedom,"of love and peace, of freedom and good cheer, in any",Eighty Years and More,Elizabeth Cady Stanton,-1
freedom,frequently put the lessons of freedom and individual rights they heard,Eighty Years and More,Elizabeth Cady Stanton,-1
freedom,of changing a girlhood of freedom and enjoyment for i knew,Eighty Years and More,Elizabeth Cady Stanton,4
freedom,"of height, long limbs, and freedom from skirts, i really stood",Eighty Years and More,Elizabeth Cady Stanton,-1
freedom,"of height, long limbs, and freedom from skirts, i really stood",Eighty Years and More,Elizabeth Cady Stanton,-1
freedom,"natural rights of slaves, denied freedom of speech to one-half the",Eighty Years and More,Elizabeth Cady Stanton,5
freedom,"maintained a certain degree of freedom outside its regular programme, and,",Eighty Years and More,Elizabeth Cady Stanton,5
freedom,to fight the battle of freedom for woman. during the visit,Eighty Years and More,Elizabeth Cady Stanton,-1
freedom,of wholesome respect for individual freedom and a brave adherence to,Eighty Years and More,Elizabeth Cady Stanton,-1
freedom,a similar attire. what incredible freedom i enjoyed for two years!,Eighty Years and More,Elizabeth Cady Stanton,-1
freedom,soon found that the physical freedom enjoyed did not compensate for,Eighty Years and More,Elizabeth Cady Stanton,-1
freedom,a new day of physical freedom is at last dawning for,Eighty Years and More,Elizabeth Cady Stanton,26
freedom,"struggle; the ""irrepressible conflict"" between freedom and slavery, between national and",Eighty Years and More,Elizabeth Cady Stanton,5
freedom,on the nation's conscience that freedom for the slaves was the,Eighty Years and More,Elizabeth Cady Stanton,5
freedom,revolution. a grand idea--such as freedom or justice--is needful to kindle,Eighty Years and More,Elizabeth Cady Stanton,5
freedom,to be done to secure freedom for the slaves was to,Eighty Years and More,Elizabeth Cady Stanton,5
freedom,women vote with the same freedom that characterizes any class of,Eighty Years and More,Elizabeth Cady Stanton,5
freedom,terrible conflict would result in freedom for their race. just so,Eighty Years and More,Elizabeth Cady Stanton,5
freedom,artificial disabilities by which their freedom is limited and their development,Eighty Years and More,Elizabeth Cady Stanton,5
freedom,the world has made in freedom of speech. the time was,Eighty Years and More,Elizabeth Cady Stanton,-1
freedom,unequivocally took the ground that freedom for woman led to skepticism,Eighty Years and More,Elizabeth Cady Stanton,2
freedom,and made possible by the freedom to think and work claimed,Eighty Years and More,Elizabeth Cady Stanton,-1
freedom,such unholy ties can secure freedom in many of the western,Eighty Years and More,Elizabeth Cady Stanton,5
freedom,such unholy ties can secure freedom in many of the western,Eighty Years and More,Elizabeth Cady Stanton,2
freedom,"you must, therefore, pardon the freedom with which i demand your",Pride and Prejudice,Jane Austen,-1
freedom,entire absence of prudery. their freedom of expression was at first,The Awakening,Kate Chopin,-1
freedom,"with a certain ease and freedom which came, not from long",The Awakening,Kate Chopin,7
freedom,"it, like the feeling of freedom and independence.” “what does your",The Awakening,Kate Chopin,15
freedom,"it, like the feeling of freedom and independence.” “what does your",The Awakening,Kate Chopin,15
freedom,the bad effects of home freedom and indulgence. so she took,Little Women,Louisa May Alcott,-1
freedom,"fascinated just then by the freedom of speculative philosophy, and kept",Little Women,Louisa May Alcott,-1
freedom,"of independence, and enjoy their freedom with republican zest, but the",Little Women,Louisa May Alcott,28
freedom,"ignorance, and give her the freedom of voluntary submission to a",Middlemarch,George Eliot,-1
freedom,talked to him with more freedom than she had ever felt,Middlemarch,George Eliot,0
freedom,accustomed to think that entire freedom from the necessity of behaving,Middlemarch,George Eliot,29
freedom,"not, he observed, prevent some freedom of remark even on the",Middlemarch,George Eliot,-1
freedom,"without a sense that his freedom of speech might seem premature,",Middlemarch,George Eliot,23
freedom,"without a sense that his freedom of speech might seem premature,",Middlemarch,George Eliot,23
freedom,was a source of greater freedom to her that will was,Middlemarch,George Eliot,-1
freedom,desiring an interval of complete freedom from such distractions as have,Middlemarch,George Eliot,23
freedom,smile. but this agreeable holiday freedom with which lydgate hovered about,Middlemarch,George Eliot,-1
freedom,"me from using the ordinary freedom of living where i choose,",Middlemarch,George Eliot,-1
freedom,"me from using the ordinary freedom of living where i choose,",Middlemarch,George Eliot,0
freedom,sense of unfitness in perfect freedom with him had sprung up,Middlemarch,George Eliot,-1
freedom,"his varied talk, and his freedom from the grave preoccupation which,",Middlemarch,George Eliot,-1
freedom,and delighted by the calm freedom with which dorothea looked at,Middlemarch,George Eliot,11
freedom,and delighted by the calm freedom with which dorothea looked at,Middlemarch,George Eliot,-1
freedom,"clear voice, the need of freedom asserting itself within her; “but",Middlemarch,George Eliot,-1
freedom,"speak our minds—freedom of opinion, freedom of the press, liberty—that kind",Middlemarch,George Eliot,-1
freedom,"most people who assert their freedom with regard to conventional distinction,",Middlemarch,George Eliot,-1
freedom,"feel confidence and the happy freedom which comes with mutual understanding,",Middlemarch,George Eliot,-1
freedom,these being precautions adopted against freedom of speech. she was resolved,Middlemarch,George Eliot,-1
freedom,on his shoulders with a freedom that was new and strange,Bayou Folk,Kate Chopin,-1
freedom,"air of the moors, the freedom of home, the dawn of",Jane Eyre,Charlotte Brontë,-1
rights,"demands for political and civil rights were irreligious, dangerous to the",The Woman's Bible,Elizabeth Cady Stanton,2
rights,have some personal interest and rights in the betrothal. the meeting,The Woman's Bible,Elizabeth Cady Stanton,2
rights,because of sex all the rights and privileges denied the other.,The Woman's Bible,Elizabeth Cady Stanton,2
rights,because of sex all the rights and privileges denied the other.,The Woman's Bible,Elizabeth Cady Stanton,2
rights,"stretch the principle of natural rights a little further, and ask",The Woman's Bible,Elizabeth Cady Stanton,2
rights,the lord in deciding the rights of the daughters of the,The Woman's Bible,Elizabeth Cady Stanton,2
rights,all after ages. when the rights of property were secured to,The Woman's Bible,Elizabeth Cady Stanton,2
rights,"recover our civil and political rights and yet no redress, makes",The Woman's Bible,Elizabeth Cady Stanton,2
rights,and all the natural personal rights of women as set forth,The Woman's Bible,Elizabeth Cady Stanton,2
rights,"the woman had no fixed rights whatever. in that word ""humbled""",The Woman's Bible,Elizabeth Cady Stanton,2
rights,be carefully guarded and the rights of the first-born fully recognized.,The Woman's Bible,Elizabeth Cady Stanton,2
rights,"divorce. if they had equal rights in law and public sentiment,",The Woman's Bible,Elizabeth Cady Stanton,2
rights,"believe that she has no rights or duties in public affairs,",The Woman's Bible,Elizabeth Cady Stanton,2
rights,chelsea. ix. the first woman's rights convention. x. susan b. anthony.,The Woman's Bible,Elizabeth Cady Stanton,5
rights,in the field of woman's rights with mrs. stanton.--jeannette l. gilder,The Woman's Bible,Elizabeth Cady Stanton,-1
rights,"this republic to demand equal rights in everything and everywhere, and",The Woman's Bible,Elizabeth Cady Stanton,2
rights,has to contend for equal rights and fight to regain every,The Woman's Bible,Elizabeth Cady Stanton,2
rights,"modern thinker, has curtailed the rights of woman, has subjected her",The Woman's Bible,Elizabeth Cady Stanton,2
rights,the violation of the individual rights of another human being. these,The Woman's Bible,Elizabeth Cady Stanton,2
rights,violation of their most sacred rights is truly pathetic.,The Woman's Bible,Elizabeth Cady Stanton,2
rights,"violation of their most sacred rights is truly pathetic. but, like",The Woman's Bible,Elizabeth Cady Stanton,2
rights,"""no; i have all the rights i want,"" just as a",The Woman's Bible,Elizabeth Cady Stanton,2
rights,"of the sexes or the rights of women, and subordinates them",The Woman's Bible,Elizabeth Cady Stanton,2
rights,that a wife has no rights in law against a husband.,The Woman's Bible,Elizabeth Cady Stanton,2
rights,and crowned her with the rights of full citizenship in four,The Woman's Bible,Elizabeth Cady Stanton,5
rights,with man in all natural rights and opportunities finds no support,The Woman's Bible,Elizabeth Cady Stanton,2
rights,"is the most advanced, her rights are the most completely recognized,",The Woman's Bible,Elizabeth Cady Stanton,2
rights,"combats the attempts for equal rights to both sexes, and, as",The Woman's Bible,Elizabeth Cady Stanton,2
rights,"her efforts to obtain her rights in either the social, the",The Woman's Bible,Elizabeth Cady Stanton,2
rights,has neither more nor less rights in our association than an,The Woman's Bible,Elizabeth Cady Stanton,2
rights,cause of all woman's other rights by insisting upon the demand,The Woman's Bible,Elizabeth Cady Stanton,2
rights,"a treatise, therefore, on female rights and manners, the works which",A Vindication of the Rights of Woman,Mary Wollstonecraft,1
rights,always govern. vindication of the rights of woman. chapter 1. the,A Vindication of the Rights of Woman,Mary Wollstonecraft,1
rights,of woman. chapter 1. the rights and involved duties of mankind,A Vindication of the Rights of Woman,Mary Wollstonecraft,1
rights,mankind be viewed collectively. the rights and duties of man thus,A Vindication of the Rights of Woman,Mary Wollstonecraft,1
rights,stand forth to assert the rights of man; or claim the,A Vindication of the Rights of Woman,Mary Wollstonecraft,1
rights,assert the rights of man; or claim the,A Vindication of the Rights of Woman,Mary Wollstonecraft,1
rights,forbearance; but all the sacred rights of humanity are violated by,A Vindication of the Rights of Woman,Mary Wollstonecraft,1
rights,"obedience; or, the most sacred rights belong only to man. the",A Vindication of the Rights of Woman,Mary Wollstonecraft,1
rights,exclusive appropriation of reason? the rights of humanity have been thus,A Vindication of the Rights of Woman,Mary Wollstonecraft,1
rights,"by sinister tricks, for without rights there cannot be any incumbent",A Vindication of the Rights of Woman,Mary Wollstonecraft,1
rights,on an arbitrary foundation. the rights of kings are deduced in,A Vindication of the Rights of Woman,Mary Wollstonecraft,1
rights,"a parent acquires all the rights of the most sacred friendship,",A Vindication of the Rights of Woman,Mary Wollstonecraft,1
rights,"them to participate the inherent rights of mankind. make them free,",A Vindication of the Rights of Woman,Mary Wollstonecraft,1
rights,reasonableness of contending for the rights of humanity.,A Vindication of the Rights of Woman,Mary Wollstonecraft,1
rights,"reasonableness of contending for the rights of humanity. thus morality, polluted",A Vindication of the Rights of Woman,Mary Wollstonecraft,1
rights,a similar cause. asserting the rights which women in common with,A Vindication of the Rights of Woman,Mary Wollstonecraft,1
rights,"women have not any inherent rights to claim; and, by the",A Vindication of the Rights of Woman,Mary Wollstonecraft,1
rights,"rule their duties vanish, for rights and duties are inseparable. be",A Vindication of the Rights of Woman,Mary Wollstonecraft,1
rights,"to whom ye deny the rights of reason, or ye will",A Vindication of the Rights of Woman,Mary Wollstonecraft,1
rights,"or ""sphere,""--of her duties, responsibilities, rights and immunities as woman,--fitly attracts",Woman in the Nineteenth Century,Margaret Fuller,1
rights,"legislature, to secure married women rights over their own property, where",Woman in the Nineteenth Century,Margaret Fuller,-1
rights,"children, if deprived of the rights of a husband, as they",Woman in the Nineteenth Century,Margaret Fuller,-1
rights,"deprived of the rights of a husband, as they",Woman in the Nineteenth Century,Margaret Fuller,-1
rights,"were woman established in the rights of an immortal being, this",Woman in the Nineteenth Century,Margaret Fuller,-1
rights,some new interpretation of woman's rights than anything she wrote. such,Woman in the Nineteenth Century,Margaret Fuller,1
rights,some new interpretation of woman's rights than anything she wrote. such,Woman in the Nineteenth Century,Margaret Fuller,1
rights,"them. the champion of the rights of woman found, in godwin,",Woman in the Nineteenth Century,Margaret Fuller,1
rights,the subject of enlarging women's rights over property. it was a,Woman in the Nineteenth Century,Margaret Fuller,-1
rights,lay such emphasis on the rights or needs of woman? what,Woman in the Nineteenth Century,Margaret Fuller,-1
rights,"wished, avail herself of her rights of birth to obtain the",Woman in the Nineteenth Century,Margaret Fuller,-1
rights,"or, better still, sustaining the rights that are to supplant them.",Woman in the Nineteenth Century,Margaret Fuller,-1
rights,fair to infer that the rights of women are not equal,Woman in the Nineteenth Century,Margaret Fuller,1
rights,"like the champion of the rights of sleepers, like one of",Mrs Dalloway,Virginia Woolf,-1
rights,"morning at bourton about women’s rights (that antediluvian topic), when sally",Mrs Dalloway,Virginia Woolf,22
rights,"a disciplinarian well within his rights which are founded upon justice,",Mrs Dalloway,Virginia Woolf,7
rights,the returned anglo-indian sat by rights (he knew crowds of them),Mrs Dalloway,Virginia Woolf,-1
rights,"down as a rampant woman's rights reformer,” said polly, in whose",An Old-Fashioned Girl,Louisa May Alcott,13
rights,"life. i'm not a'rampant woman's rights reformer,'” added miss mills, with",An Old-Fashioned Girl,Louisa May Alcott,13
rights,to deserve and enjoy the rights god gave them. there are,An Old-Fashioned Girl,Louisa May Alcott,13
rights,"round tracts at a woman's rights meeting,” said trix, who never",An Old-Fashioned Girl,Louisa May Alcott,3
rights,agoin’ to be told the rights o’ things by my own,The Mill on the Floss,George Eliot,-1
rights,"it’s plain enough what’s the rights and the wrongs of water,",The Mill on the Floss,George Eliot,6
rights,"philosophy, according to which everything rights itself without any trouble of",The Mill on the Floss,George Eliot,-1
rights,felt to participate in the rights and duties of government.,Eighty Years and More,Elizabeth Cady Stanton,1
rights,felt to participate in the rights and duties of government. my,Eighty Years and More,Elizabeth Cady Stanton,1
rights,the law students over the rights of women. something was always,Eighty Years and More,Elizabeth Cady Stanton,1
rights,lessons of freedom and individual rights they heard so much of,Eighty Years and More,Elizabeth Cady Stanton,-1
rights,with new ideas of individual rights and the basic principles of,Eighty Years and More,Elizabeth Cady Stanton,-1
rights,"mottoes in living letters, ""equal rights for all!"" ""rescue cuba now!""",Eighty Years and More,Elizabeth Cady Stanton,4
rights,a convention that ignored the rights of the very women who,Eighty Years and More,Elizabeth Cady Stanton,5
rights,"strikes down the most sacred rights of all women."" after coming",Eighty Years and More,Elizabeth Cady Stanton,5
rights,"strikes down the most sacred rights of all women."" after coming",Eighty Years and More,Elizabeth Cady Stanton,5
rights,"while eloquently defending the natural rights of slaves, denied freedom of",Eighty Years and More,Elizabeth Cady Stanton,5
rights,a society to advocate the rights of women. at the lodging,Eighty Years and More,Elizabeth Cady Stanton,5
