sentence,title,author,year,chunk_id,inferred_emotion,inferred_emotion
"""The
Queen,"" said my daughter, ""should celebrate her Jubilee by giving good
gifts to her subjects, and not by filching from the poor their pennies.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_234,neutral,neutral
"Her father, though a man of wealth,
made it a matter of conscience to train his girls, as well as his boys,
to self-support.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_095,neutral,neutral
"Every energy of her soul is centered upon
the needs of this world.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_095,neutral,neutral
"I trusted neither men nor books
absolutely after this, either in regard to the heavens above or the
earth beneath, but continued to use my ""mother's instinct,"" if ""reason""
is too dignified a term to apply to woman's thoughts.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_072,neutral,neutral
"He simply put the whole argument in a nutshell:
""Let a woman do whatever she can.""",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_090,neutral,neutral
"The healthful
restraint always existing between boys and girls in conversation is apt
to be relaxed with either sex alone.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_022,neutral,neutral
"I heard Père
Hyacinthe preach, and met his American wife on several occasions.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_236,neutral,neutral
"They said truly, women will be taxed to pay the expenses of
this celebration, and we have as good a right to that platform and to
the ears of the people as the men have, and we will be heard.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_184,neutral,neutral
"Sister Martha is here, and was expecting to attend both
 anniversaries.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_128,neutral,neutral
"My daughter wished to study French advantageously, my son
lived in the mountains hard by, and the garden of La Sagesse, with its
big trees, clean gravel paths, and cool shade, was the most delightful
spot.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_201,admiration,admiration
"Mrs. Garrison was a sweet-tempered,
conscientious woman, who tried, under all circumstances, to do what was
right.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_076,admiration,admiration
"Montesquieu, Pothier, and Dr. Taylor all insist that the cases of
 husband and wife ought to be distinguished, and that the violation
 of the marriage vow, on the part of the wife, is the most
 mischievous, and the prosecution ought to be confined to the
 offense on her part.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_132,neutral,neutral
"A confession she probably would not have made unless
half asleep.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_147,neutral,neutral
"My theme was, ""What has
Christianity done for Woman?""",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_210,neutral,neutral
"But now many conventions are held each year in both countries
to discuss the same ideas; social customs have changed; laws have been
modified; municipal suffrage has been granted to women in England and
some of her colonies; school suffrage has been granted to women in half
of our States, municipal suffrage in Kansas, and full suffrage in four
States of the Union.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_274,neutral,neutral
"Judge McKeon had informed me of the recent decisions and
the legal aspects of the questions, which he urged me to present to them
fully and frankly, as no one had had such an opportunity before to speak
to Mormon women alone.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_167,neutral,neutral
"They would have been
horrified at the idea of burning the flesh of the distinguished women
present with red-hot irons, but the crucifixion of their pride and
self-respect, the humiliation of the spirit, seemed to them a most
trifling matter.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_049,neutral,neutral
"As he caught the first glimpse of his daughter he stepped
down, and, pressing her hand affectionately, kissed her on either cheek.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_215,neutral,neutral
"She was not a woman of strong understanding or
any quickness; and with this resemblance of her father, she inherited
also much of his constitution; was delicate in her own health,
over-careful of that of her children, had many fears and many nerves,
and was as fond of her own Mr. Wingfield in town as her father could be
of Mr. Perry.",Emma,Jane Austen,1815,JA_062,neutral,neutral
"There were wishes
at Randalls respecting Emma’s destiny, but it was not desirable to have
them suspected; and the quiet transition which Mr. Knightley soon
afterwards made to “What does Weston think of the weather; shall we
have rain?” convinced her that he had nothing more to say or surmise
about Hartfield.",Emma,Jane Austen,1815,JA_026,neutral,neutral
"But if she continued to play whenever she
was asked by Mr. Dixon, one may guess what one chuses.”",Emma,Jane Austen,1815,JA_136,neutral,neutral
"Mrs. Perry was always particularly fond of my mother—indeed I
do not know who is not—and she had mentioned it to her in confidence;
she had no objection to her telling us, of course, but it was not to go
beyond: and, from that day to this, I never mentioned it to a soul that
I know of.",Emma,Jane Austen,1815,JA_234,neutral,neutral
"“Colonel and Mrs. Campbell are to be in town again by midsummer,” said
Jane.",Emma,Jane Austen,1815,JA_202,neutral,neutral
"Emma felt that Mrs. Weston was giving her a momentary glance; and she
was herself struck by his warmth.",Emma,Jane Austen,1815,JA_193,neutral,neutral
"From our relative situation, those attentions were her due, and
were felt to be so.—Whether Miss Woodhouse began really to understand
me before the expiration of that fortnight, I cannot say;—when I called
to take leave of her, I remember that I was within a moment of
confessing the truth, and I then fancied she was not without suspicion;
but I have no doubt of her having since detected me, at least in some
degree.—She may not have surmised the whole, but her quickness must
have penetrated a part.",Emma,Jane Austen,1815,JA_298,confusion,confusion
"“You and Miss Smith, and Miss Fairfax, will be three, and the two Miss
Coxes five,” had been repeated many times over.",Emma,Jane Austen,1815,JA_167,neutral,neutral
She had no sense of superiority then.,Emma,Jane Austen,1815,JA_041,neutral,neutral
My mother’s are really very good indeed.,Emma,Jane Austen,1815,JA_104,admiration,admiration
Emma saw how Mr. Weston understood these joyous prospects.,Emma,Jane Austen,1815,JA_214,joy,joy
This was not submitted to by either lady.,Emma,Jane Austen,1815,JA_201,neutral,neutral
"Emma knew it
to have been very much the case.",Emma,Jane Austen,1815,JA_277,neutral,neutral
"At
least, however, I cannot be worse off than I should have been, if the
other had been the person; and now—it _is_ possible—” She paused a few moments.",Emma,Jane Austen,1815,JA_275,neutral,neutral
"“Oh!” cried Jane, with a blush and an hesitation which Emma thought
infinitely more becoming to her than all the elegance of all her usual
composure—“there would have been no danger.",Emma,Jane Austen,1815,JA_312,neutral,neutral
"Harriet looked white and frightened, and he was trying to cheer
her.—The iron gates and the front-door were not twenty yards
asunder;—they were all three soon in the hall, and Harriet immediately
sinking into a chair fainted away.",Emma,Jane Austen,1815,JA_224,fear,fear
"The appearance of the little sitting-room as they entered, was
tranquillity itself; Mrs. Bates, deprived of her usual employment,
slumbering on one side of the fire, Frank Churchill, at a table near
her, most deedily occupied about her spectacles, and Jane Fairfax,
standing with her back to them, intent on her pianoforte.",Emma,Jane Austen,1815,JA_163,neutral,neutral
“Will you read the letter?” cried Harriet.,Emma,Jane Austen,1815,JA_032,neutral,neutral
"She talked with
a great deal of reason, and at least equal affection—but she had too
much to urge for Emma’s attention; it was soon gone to Brunswick Square
or to Donwell; she forgot to attempt to listen; and when Mrs. Weston
ended with, “We have not yet had the letter we are so anxious for, you
know, but I hope it will soon come,” she was obliged to pause before
she answered, and at last obliged to answer at random, before she could
at all recollect what letter it was which they were so anxious for.",Emma,Jane Austen,1815,JA_285,neutral,neutral
"‘Well,’ said
she, ‘it must be borne some time or other, and it may as well be now.’",Emma,Jane Austen,1815,JA_256,neutral,neutral
“Have you heard from her yourself this morning?” cried he.,Emma,Jane Austen,1815,JA_320,neutral,neutral
"She felt that she should like to have had the power of
refusal; and afterwards, as the idea of the party to be assembled
there, consisting precisely of those whose society was dearest to her,
occurred again and again, she did not know that she might not have been
tempted to accept.",Emma,Jane Austen,1815,JA_140,neutral,neutral
"“Pray, Mr. Knightley,” said Emma, who had been smiling to herself
through a great part of this speech, “how do you know that Mr. Martin
did not speak yesterday?”",Emma,Jane Austen,1815,JA_039,neutral,neutral
"Emma’s eyes were instantly withdrawn; and she sat silently meditating,
in a fixed attitude, for a few minutes.",Emma,Jane Austen,1815,JA_276,neutral,neutral
"—
He looked at her with a glow of regard.",Emma,Jane Austen,1815,JA_261,neutral,neutral
"Gilbert
would have danced the other evening, if she had been asked.",Emma,Jane Austen,1815,JA_168,neutral,neutral
"”—Harriet’s was— “Oh, what a sweet house!—How very beautiful!—There are the yellow
curtains that Miss Nash admires so much.”",Emma,Jane Austen,1815,JA_055,admiration,admiration
"Mrs.
Weston was afraid of draughts for the young people in that passage; and
neither Emma nor the gentlemen could tolerate the prospect of being
miserably crowded at supper.",Emma,Jane Austen,1815,JA_172,fear,fear
Miss Fairfax as she speaks _of_ her.,Emma,Jane Austen,1815,JA_193,neutral,neutral
One is sick of the very name of Jane Fairfax.,Emma,Jane Austen,1815,JA_057,neutral,neutral
"Mrs. Weston and
Emma tried earnestly to cheer him and turn his attention from his
son-in-law, who was pursuing his triumph rather unfeelingly.",Emma,Jane Austen,1815,JA_084,neutral,neutral
"He stopped in his earnestness to look the question, and the expression
of his eyes overpowered her.",Emma,Jane Austen,1815,JA_291,neutral,neutral
"She
will not even listen to your questions.",Emma,Jane Austen,1815,JA_172,neutral,neutral
"Mr. Knightley’s eyes had preceded Miss
Bates’s in a glance at Jane.",Emma,Jane Austen,1815,JA_234,neutral,neutral
"She soon believed herself to penetrate Mrs. Elton’s thoughts, and
understand why she was, like herself, in happy spirits; it was being in
Miss Fairfax’s confidence, and fancying herself acquainted with what
was still a secret to other people.",Emma,Jane Austen,1815,JA_308,neutral,neutral
"If she has it now, you have given
it.",Emma,Jane Austen,1815,JA_041,neutral,neutral
"Fairfax of the ——regiment of infantry, and Miss
Jane Bates, had had its day of fame and pleasure, hope and interest;
but nothing now remained of it, save the melancholy remembrance of him
dying in action abroad—of his widow sinking under consumption and grief
soon afterwards—and this girl.",Emma,Jane Austen,1815,JA_108,sadness,sadness
"The impossibility of her quitting her
father, Mr. Knightley felt as strongly as herself; but the
inadmissibility of any other change, he could not agree to.",Emma,Jane Austen,1815,JA_305,neutral,neutral
"I hope whenever poor Isabella’s little ones have the
measles, she will send for Perry.”",Emma,Jane Austen,1815,JA_171,optimism,optimism
"“I do not offer it for Miss Smith’s collection,” said he.",Emma,Jane Austen,1815,JA_047,neutral,neutral
"“Is not she looking well?” said he, turning his eyes towards Jane.",Emma,Jane Austen,1815,JA_324,neutral,neutral
"He was
the brother of her friends, and he took pains to please her; and
altogether, having seen nobody better (that must have been his great
assistant) she might not, while she was at Abbey-Mill, find him
disagreeable.",Emma,Jane Austen,1815,JA_043,neutral,neutral
Jane did not look round.,Emma,Jane Austen,1815,JA_164,neutral,neutral
"She was the first to announce it to Mr. Knightley; and exclaimed quite
as much as was necessary, (or, being acting a part, perhaps rather
more,) at the conduct of the Churchills, in keeping him away.",Emma,Jane Austen,1815,JA_097,neutral,neutral
Tell me how Miss Fairfax is.”,Emma,Jane Austen,1815,JA_165,curiosity,curiosity
"Miss Churchill, however, being of age, and with the full command of her
fortune—though her fortune bore no proportion to the family-estate—was
not to be dissuaded from the marriage, and it took place, to the
infinite mortification of Mr. and Mrs. Churchill, who threw her off
with due decorum.",Emma,Jane Austen,1815,JA_008,neutral,neutral
She hoped they might now become friends again.,Emma,Jane Austen,1815,JA_065,optimism,optimism
"Good old Mrs.
Bates—I will call upon her to-morrow, and take my children.—They are
always so pleased to see my children.—And that excellent Miss
Bates!—such thorough worthy people!—How are they, sir?”",Emma,Jane Austen,1815,JA_068,admiration,admiration
"The
quietness of the game made it particularly eligible for Mr. Woodhouse,
who had often been distressed by the more animated sort, which Mr.
Weston had occasionally introduced, and who now sat happily occupied in
lamenting, with tender melancholy, over the departure of the “poor
little boys,” or in fondly pointing out, as he took up any stray letter
near him, how beautifully Emma had written it.",Emma,Jane Austen,1815,JA_235,joy,joy
"We were speaking of it only
yesterday, and agreeing how fortunate it was for Emma, that there
should be such a girl in Highbury for her to associate with.",Emma,Jane Austen,1815,JA_022,approval,approval
"He began—stopping, however, almost directly to say, “Had I been offered
the sight of one of this gentleman’s letters to his mother-in-law a few
months ago, Emma, it would not have been taken with such indifference.”",Emma,Jane Austen,1815,JA_302,neutral,neutral
"She was sensible that you had never
received any proper acknowledgment from herself.”",Emma,Jane Austen,1815,JA_285,neutral,neutral
"Elton, and Miss Hawkins!—Good
morning to you.”",Emma,Jane Austen,1815,JA_118,neutral,neutral
"Real, long-standing regard brought the Westons and Mr. Knightley; and
by Mr. Elton, a young man living alone without liking it, the privilege
of exchanging any vacant evening of his own blank solitude for the
elegancies and society of Mr. Woodhouse’s drawing-room, and the smiles
of his lovely daughter, was in no danger of being thrown away.",Emma,Jane Austen,1815,JA_011,neutral,neutral
"“He had never seen so
lovely a face, and was delighted with her naïveté.”",Emma,Jane Austen,1815,JA_149,neutral,neutral
"I do not know
whether he has any design of ingratiating himself with either of us,
Harriet, by additional softness, but it strikes me that his manners are
softer than they used to be.",Emma,Jane Austen,1815,JA_021,confusion,confusion
"Little Emma, grow up a better
woman than your aunt.",Emma,Jane Austen,1815,JA_066,admiration,admiration
"Emma understood him; and as soon as she could recover from the flutter
of pleasure, excited by such tender consideration, replied, “You are very kind—but you are mistaken—and I must set you right.",Emma,Jane Austen,1815,JA_289,approval,approval
"Emma was
not sorry to have such an opportunity of survey; and walking a few
yards forward, while they talked together, soon made her quick eye
sufficiently acquainted with Mr. Robert Martin.",Emma,Jane Austen,1815,JA_019,neutral,neutral
"What ever she might feel of brighter hope, she betrayed
nothing.",Emma,Jane Austen,1815,JA_263,neutral,neutral
"I could not
bear it for Emma!—Emma is not strong.",Emma,Jane Austen,1815,JA_168,disappointment,disappointment
"In spite of the
answer, therefore, she ordered the carriage, and drove to Mrs. Bates’s,
in the hope that Jane would be induced to join her—but it would not
do;—Miss Bates came to the carriage door, all gratitude, and agreeing
with her most earnestly in thinking an airing might be of the greatest
service—and every thing that message could do was tried—but all in
vain.",Emma,Jane Austen,1815,JA_264,gratitude,gratitude
"I used to think she was not capable of being fond of any
body, except herself: but she has always been kind to him (in her
way—allowing for little whims and caprices, and expecting every thing
to be as she likes).",Emma,Jane Austen,1815,JA_081,neutral,neutral
"He thanked her with all his heart, and continued some time to speak
with serious feeling of his gratitude and happiness.",Emma,Jane Austen,1815,JA_324,gratitude,gratitude
"you are too scrupulous, indeed you are,” cried Emma warmly, and
taking her hand.",Emma,Jane Austen,1815,JA_313,admiration,admiration
"They were combined only of anger against herself,
mortification, and deep concern.",Emma,Jane Austen,1815,JA_254,neutral,neutral
"Emma smiled and
chatted as cheerfully as she could, to keep him from such thoughts; but
when tea came, it was impossible for him not to say exactly as he had
said at dinner, “Poor Miss Taylor!—I wish she were here again.",Emma,Jane Austen,1815,JA_003,desire,desire
"The young ladies of Highbury might have
walked again in safety before their panic began, and the whole history
dwindled soon into a matter of little importance but to Emma and her
nephews:—in her imagination it maintained its ground, and Henry and
John were still asking every day for the story of Harriet and the
gipsies, and still tenaciously setting her right if she varied in the
slightest particular from the original recital.",Emma,Jane Austen,1815,JA_227,neutral,neutral
"She doubted whether she had not
transgressed the duty of woman by woman, in betraying her suspicions of
Jane Fairfax’s feelings to Frank Churchill.",Emma,Jane Austen,1815,JA_156,neutral,neutral
"There was nothing like flirtation between her and
her partner.",Emma,Jane Austen,1815,JA_220,neutral,neutral
"Nobody thought of Hannah till you
mentioned her—James is so obliged to you!”",Emma,Jane Austen,1815,JA_003,neutral,neutral
"With such sensations, Mr. Elton’s civilities were dreadfully ill-timed;
but she had the comfort of appearing very polite, while feeling very
cross—and of thinking that the rest of the visit could not possibly
pass without bringing forward the same information again, or the
substance of it, from the open-hearted Mr. Weston.—So it proved;—for
when happily released from Mr. Elton, and seated by Mr. Weston, at
dinner, he made use of the very first interval in the cares of
hospitality, the very first leisure from the saddle of mutton, to say
to her, “We want only two more to be just the right number.",Emma,Jane Austen,1815,JA_080,neutral,neutral
"There could be no doubt of his great pleasure in seeing
her.",Emma,Jane Austen,1815,JA_213,admiration,admiration
"“Dear Emma bears every thing so well,” said her father.",Emma,Jane Austen,1815,JA_005,neutral,neutral
"“She is a riddle, quite a riddle!” said she.—“To chuse to remain here
month after month, under privations of every sort!",Emma,Jane Austen,1815,JA_192,neutral,neutral
"“I do not think he is conceited either, in general,” said Harriet, her
conscience opposing such censure; “at least, he is very good natured,
and I shall always feel much obliged to him, and have a great regard
for—but that is quite a different thing from—and you know, though he
may like me, it does not follow that I should—and certainly I must
confess that since my visiting here I have seen people—and if one comes
to compare them, person and manners, there is no comparison at all,
_one_ is so very handsome and agreeable.",Emma,Jane Austen,1815,JA_035,admiration,admiration
"She had been decided in
wishing for a Miss Weston.",Emma,Jane Austen,1815,JA_313,neutral,neutral
"Such kind friends, you know, Miss
Woodhouse, one must always find agreeable, though every body seemed
rather fagged after the morning’s party.",Emma,Jane Austen,1815,JA_258,neutral,neutral
"He had come,
in his anxiety to see how she bore Frank Churchill’s engagement, with
no selfish view, no view at all, but of endeavouring, if she allowed
him an opening, to soothe or to counsel her.—The rest had been the work
of the moment, the immediate effect of what he heard, on his feelings.",Emma,Jane Austen,1815,JA_293,neutral,neutral
"Come, my dear Emma,
let us be friends, and say no more about it.",Emma,Jane Austen,1815,JA_066,neutral,neutral
"Mrs. Weston had
been speaking to her at the same moment.",Emma,Jane Austen,1815,JA_164,neutral,neutral
My mother often wonders that I can make it out so well.,Emma,Jane Austen,1815,JA_104,admiration,admiration
"He
looked around, as if to see that no one were near, and then said, “Emma, I must once more speak to you as I have been used to do: a
privilege rather endured than allowed, perhaps, but I must still use
it.",Emma,Jane Austen,1815,JA_253,neutral,neutral
"My dear Harriet, what are you thinking
of?",Emma,Jane Austen,1815,JA_048,curiosity,curiosity
"The two ladies looked over it together; and he sat smiling and talking
to them the whole time, in a voice a little subdued, but very audible
to every body.",Emma,Jane Austen,1815,JA_205,neutral,neutral
"She believed every body found his
manners pleasing.”",Emma,Jane Austen,1815,JA_113,neutral,neutral
"“Who is that gentleman on horseback?” said she, as they
proceeded—speaking more to assist Mr. Weston in keeping his secret,
than with any other view.",Emma,Jane Austen,1815,JA_267,neutral,neutral
"He had wanted very much
to go abroad—had been very eager indeed to be allowed to travel—but she
would not hear of it.",Emma,Jane Austen,1815,JA_150,neutral,neutral
"Emma liked the subject so well, that she began upon it, to Mrs. Weston,
very soon after their moving into the drawing-room: wishing her joy—yet
observing, that she knew the first meeting must be rather alarming.",Emma,Jane Austen,1815,JA_081,neutral,neutral
"Mr. Elton’s situation was most suitable, quite the
gentleman himself, and without low connexions; at the same time, not of
any family that could fairly object to the doubtful birth of Harriet.",Emma,Jane Austen,1815,JA_021,approval,approval
"It crossed my mind immediately that you
would not regret your friend’s leaving Highbury, for the sake of her
being settled so well.",Emma,Jane Austen,1815,JA_040,neutral,neutral
"Could she have chosen with whom to associate, she would not have chosen
her.",Emma,Jane Austen,1815,JA_193,neutral,neutral
I know you will soon call on her; she is living in dread of the visit.,Emma,Jane Austen,1815,JA_298,neutral,neutral
"We were just in time; my mother just ready
for us.",Emma,Jane Austen,1815,JA_165,neutral,neutral
“And what are we to do for a proper partner for her?” said Mr. Weston.,Emma,Jane Austen,1815,JA_219,neutral,neutral
"The interest he takes in her—his anxiety about her
health—his concern that she should have no happier prospect!",Emma,Jane Austen,1815,JA_153,caring,caring
"He came back
gay and self-satisfied, eager and busy, caring nothing for Miss
Woodhouse, and defying Miss Smith.",Emma,Jane Austen,1815,JA_121,neutral,neutral
"Perhaps I may sometimes have felt that Harriet would not forget what
was due—or rather what would be kind by me.”",Emma,Jane Austen,1815,JA_181,neutral,neutral
"It
would be incompatible with what she owed to her father, and with what
she felt for him.",Emma,Jane Austen,1815,JA_282,neutral,neutral
"It was as much as Emma could bear, without being impolite.",Emma,Jane Austen,1815,JA_186,neutral,neutral
"Yes, good man!—thought Emma—but what has all that to do with taking
likenesses?",Emma,Jane Austen,1815,JA_027,curiosity,curiosity
"You and Miss Fairfax gave us some
very good music.",Emma,Jane Austen,1815,JA_113,admiration,admiration
"I believe I was
half an hour this morning shut up with my housekeeper.”",Emma,Jane Austen,1815,JA_187,neutral,neutral
"Something of that nature would be
particularly desirable for _me_, as an inducement to keep me in
practice; for married women, you know—there is a sad story against
them, in general.",Emma,Jane Austen,1815,JA_187,sadness,sadness
"She was disgustingly, was suspiciously
reserved.",Emma,Jane Austen,1815,JA_112,disgust,disgust
"And
how much may be said in her situation for even that error!”",Emma,Jane Austen,1815,JA_271,neutral,neutral
"Emma felt that she could not do too much for her, that Harriet
had a right to all her ingenuity and all her patience; but it was heavy
work to be for ever convincing without producing any effect, for ever
agreed to, without being able to make their opinions the same.",Emma,Jane Austen,1815,JA_181,neutral,neutral
"“If it were admissible to contradict a lady,” said the gallant Mr.
Elton— “I have perhaps given her a little more decision of character, have
taught her to think on points which had not fallen in her way before.”",Emma,Jane Austen,1815,JA_026,neutral,neutral
"A young lady who faints, must be recovered; questions must be answered,
and surprizes be explained.",Emma,Jane Austen,1815,JA_224,neutral,neutral
"Harriet smiled again, and her smiles grew stronger.",Emma,Jane Austen,1815,JA_036,joy,joy
"Quick
and decided in her ways, Emma lost no time in inviting, encouraging,
and telling her to come very often; and as their acquaintance
increased, so did their satisfaction in each other.",Emma,Jane Austen,1815,JA_015,neutral,neutral
"It was an alarming change; and Emma was thinking of it one
morning, as what must bring a great deal to agitate and grieve her,
when Mr. Knightley came in, and distressing thoughts were put by.",Emma,Jane Austen,1815,JA_320,sadness,sadness
"she replied with a smile of astonishment, “are you imagining me
to be Mr. Elton’s object?”",Emma,Jane Austen,1815,JA_075,surprise,surprise
"“I believe I have
been very rude; but really Miss Fairfax has done her hair in so odd a
way—so very odd a way—that I cannot keep my eyes from her.",Emma,Jane Austen,1815,JA_150,annoyance,annoyance
"“If not in our dispositions,” she presently added, with a look of true
sensibility, “there is a likeness in our destiny; the destiny which
bids fair to connect us with two characters so much superior to our
own.”",Emma,Jane Austen,1815,JA_326,neutral,neutral
"With respect to her father, it
was a question soon answered.",Emma,Jane Austen,1815,JA_295,neutral,neutral
"Emma had no longer an alarm for Henry; his interest was yet safe; and
she led off the dance with genuine spirit and enjoyment.",Emma,Jane Austen,1815,JA_156,joy,joy
"She did most heartily
grieve over the idleness of her childhood—and sat down and practised
vigorously an hour and a half.",Emma,Jane Austen,1815,JA_157,sadness,sadness
"Mr. Martin is a very respectable young man,
but I cannot admit him to be Harriet’s equal; and am rather surprized
indeed that he should have ventured to address her.",Emma,Jane Austen,1815,JA_039,neutral,neutral
"A very few days had passed after this adventure, when Harriet came one
morning to Emma with a small parcel in her hand, and after sitting down
and hesitating, thus began: “Miss Woodhouse—if you are at leisure—I have something that I should
like to tell you—a sort of confession to make—and then, you know, it
will be over.”",Emma,Jane Austen,1815,JA_227,neutral,neutral
"Having arranged all these matters, looked them through, and put them
all to rights, she was just turning to the house with spirits freshened
up for the demands of the two little boys, as well as of their
grandpapa, when the great iron sweep-gate opened, and two persons
entered whom she had never less expected to see together—Frank
Churchill, with Harriet leaning on his arm—actually Harriet!—A moment
sufficed to convince her that something extraordinary had happened.",Emma,Jane Austen,1815,JA_224,neutral,neutral
"A single
woman, with a very narrow income, must be a ridiculous, disagreeable
old maid!",Emma,Jane Austen,1815,JA_056,annoyance,annoyance
"Her father was growing nervous, and could not understand
_her_.",Emma,Jane Austen,1815,JA_189,nervousness,nervousness
"My
mother desires her very best compliments and regards, and a thousand
thanks, and says you really quite oppress her.”",Emma,Jane Austen,1815,JA_116,gratitude,gratitude
"Miss Woodhouse, must
you be going?—You seem but just come—so very obliging of you.”",Emma,Jane Austen,1815,JA_167,admiration,admiration
"So began Miss Bates; and Mr. Knightley seemed determined to be heard in
his turn, for most resolutely and commandingly did he say, “How is your niece, Miss Bates?—I want to inquire after you all, but
particularly your niece.",Emma,Jane Austen,1815,JA_165,neutral,neutral
"Mr. Weston
is really as kind as herself.",Emma,Jane Austen,1815,JA_063,admiration,admiration
"Had the same behaviour continued, Miss Smith might
have been led into a misconception of your views; not being aware,
probably, any more than myself, of the very great inequality which you
are so sensible of.",Emma,Jane Austen,1815,JA_089,neutral,neutral
"“Why, to own the truth,” cried Miss Bates, who had been trying in vain
to be heard the last two minutes, “if I must speak on this subject,
there is no denying that Mr. Frank Churchill might have—I do not mean
to say that he did not dream it—I am sure I have sometimes the oddest
dreams in the world—but if I am questioned about it, I must acknowledge
that there was such an idea last spring; for Mrs. Perry herself
mentioned it to my mother, and the Coles knew of it as well as
ourselves—but it was quite a secret, known to nobody else, and only
thought of about three days.",Emma,Jane Austen,1815,JA_233,neutral,neutral
"But
her account of every thing leaves so much to be guessed, she is so very
reserved, so very unwilling to give the least information about any
body, that I really think you may say what you like of your
acquaintance with her.”",Emma,Jane Austen,1815,JA_135,neutral,neutral
"But really, I could almost venture,
if Harriet would sit to me.",Emma,Jane Austen,1815,JA_027,neutral,neutral
"Harriet certainly was not clever, but she had a sweet, docile, grateful
disposition, was totally free from conceit, and only desiring to be
guided by any one she looked up to.",Emma,Jane Austen,1815,JA_015,neutral,neutral
"he can see
ready wit in Harriet, but will not dine alone for her.”",Emma,Jane Austen,1815,JA_074,neutral,neutral
"She must have found the evening
agreeable, Mr. Knightley, because she had Emma.”",Emma,Jane Austen,1815,JA_114,neutral,neutral
"“Oh, dear,” cried Harriet, “now I recollect what you mean; but I was
thinking of something very different at the time.",Emma,Jane Austen,1815,JA_275,realization,realization
“Poor Jane Fairfax!”—thought Emma.—“You have not deserved this.,Emma,Jane Austen,1815,JA_192,disapproval,disapproval
She could never quit him.”,Emma,Jane Austen,1815,JA_305,neutral,neutral
"“But, Mr.
Knightley, she is really very sorry to lose poor Miss Taylor, and I am
sure she _will_ miss her more than she thinks for.”",Emma,Jane Austen,1815,JA_005,sadness,sadness
"Never had the
exquisite sight, smell, sensation of nature, tranquil, warm, and
brilliant after a storm, been more attractive to her.",Emma,Jane Austen,1815,JA_287,admiration,admiration
No invitation came amiss to her.,Emma,Jane Austen,1815,JA_196,neutral,neutral
"With regard to her not accompanying them to Ireland, her account to her
aunt contained nothing but truth, though there might be some truths not
told.",Emma,Jane Austen,1815,JA_110,neutral,neutral
"“Come Miss Woodhouse, Miss Otway, Miss Fairfax, what are you all
doing?—Come Emma, set your companions the example.",Emma,Jane Austen,1815,JA_224,neutral,neutral
"She touched—she admitted—she
acknowledged the whole truth.",Emma,Jane Austen,1815,JA_276,neutral,neutral
"Jane’s alertness in moving, proved her as ready as her aunt had
preconceived.",Emma,Jane Austen,1815,JA_236,neutral,neutral
"I shall always have a great
regard for the Miss Martins, especially Elizabeth, and should be very
sorry to give them up, for they are quite as well educated as me.",Emma,Jane Austen,1815,JA_019,remorse,remorse
"For Mrs.
Weston there was nothing to be done; for Harriet every thing.",Emma,Jane Austen,1815,JA_015,neutral,neutral
"“As you do us such ample justice now,” said Emma, laughing, “I will
venture to ask, whether you did not come a little doubtfully at first?
Do not we rather surpass your expectations?",Emma,Jane Austen,1815,JA_176,amusement,amusement
"“And so she is to come to us next Friday or Saturday, and the Campbells
leave town in their way to Holyhead the Monday following—as you will
find from Jane’s letter.",Emma,Jane Austen,1815,JA_107,neutral,neutral
"He had, by that time,
realised an easy competence—enough to secure the purchase of a little
estate adjoining Highbury, which he had always longed for—enough to
marry a woman as portionless even as Miss Taylor, and to live according
to the wishes of his own friendly and social disposition.",Emma,Jane Austen,1815,JA_009,neutral,neutral
"All this spoken extremely fast obliged Miss Bates to stop for breath;
and Emma said something very civil about the excellence of Miss
Fairfax’s handwriting.",Emma,Jane Austen,1815,JA_104,neutral,neutral
"But I believe I
am nice; I do not like strange voices; and nobody speaks like you and
poor Miss Taylor.",Emma,Jane Austen,1815,JA_189,disappointment,disappointment
"She had been a friend and companion such
as few possessed: intelligent, well-informed, useful, gentle, knowing
all the ways of the family, interested in all its concerns, and
peculiarly interested in herself, in every pleasure, every scheme of
hers—one to whom she could speak every thought as it arose, and who had
such an affection for her as could never find fault.",Emma,Jane Austen,1815,JA_002,admiration,admiration
