sentence,title,author,year,chunk_id,inferred_emotion,sentence_length
Never had Susanna seen him so thoroughly glad at heart.,Strife and Peace,Fredrika Bremer,1844,FB_044,joy,10
"Mrs. Astrid had this evening never quitted her room, and
Harald could therefore all the more enjoy himself with Alette.",Strife and Peace,Fredrika Bremer,1844,FB_044,joy,20
"Her bosom was oppressed
by unwonted and melancholy feelings.",Strife and Peace,Fredrika Bremer,1844,FB_045,sadness,9
"Little Hulda, all honour to thy affections, to thy radiant locks; but I
do not believe that Susanna's tears now flowed alone for thee.",Strife and Peace,Fredrika Bremer,1844,FB_046,sadness,24
"She
blushed and hesitated, but could not resist the cordiality of Harald,
and received the gift with thanks, though glad was she not.",Strife and Peace,Fredrika Bremer,1844,FB_046,joy,23
"Tears were
ready to start into her eyes, and she felt herself poor in more than one
respect.",Strife and Peace,Fredrika Bremer,1844,FB_046,sadness,18
"Susanna sate silent;
listened to Alette's words; and her heart beat at once with painful and
affectionate feelings.",Strife and Peace,Fredrika Bremer,1844,FB_046,sadness,18
"Her
manner of action and of speaking had something fascinating in them, and
betrayed happy endowments of nature and much accomplishment.",Strife and Peace,Fredrika Bremer,1844,FB_046,sadness,21
Susanna regarded her with joy and admiration.,Strife and Peace,Fredrika Bremer,1844,FB_047,joy,7
"""Do you see, Alette,"" continued he, eagerly, ""this
represents a woman and a little child; probably Karlefne's wife, who
bore a son during this visit to Vineland.",Strife and Peace,Fredrika Bremer,1844,FB_049,joy,27
"The heaven looked clown on the young maiden mildly, but smilingly; soft
rain-drops sprinkled her forehead; and all nature around her stood
silent, and, as it were, in sorrow.",Strife and Peace,Fredrika Bremer,1844,FB_053,sadness,29
"This sorrowing calm operated on
Susanna like the tenderly accusing glance of a good mother.",Strife and Peace,Fredrika Bremer,1844,FB_053,sadness,15
"and it became
continually lighter and warmer in her mind.--""I will be a true
maid-servant, and place my honour in it, and desire to be nothing else!",Strife and Peace,Fredrika Bremer,1844,FB_053,joy,27
"Susanna understood the speech of the little plant, and grateful
and calmed, she repeated many times to herself, with a species of silent
gladness--""a humble, a faithful maid-servant!""",Strife and Peace,Fredrika Bremer,1844,FB_054,joy,28
"She had been
much excited, and on such occasions an attack of the spasms was always
to be apprehended.",Strife and Peace,Fredrika Bremer,1844,FB_054,joy,19
"Quietly Susanna laid bare
her white shoulders, neck, and arms, and when the flies in swarms darted
down upon her, and her mistress now left at peace slept calmly, Susanna
sate still, let the flies enjoy themselves, and enjoyed herself thereby
more than one can believe.",Strife and Peace,Fredrika Bremer,1844,FB_054,joy,46
"Happy,--indeed
Alette was, for long and warmly had she loved Alf Lexow, and should
shortly be united to him for ever; and yet often stole a melancholy
expression over her charming surface, when the conversation turned to
this marriage and to her removal into Nordland.",Strife and Peace,Fredrika Bremer,1844,FB_055,joy,45
"""Ah!"" said Susanna, ""those who love and are loved, the happy, should
never die!",Strife and Peace,Fredrika Bremer,1844,FB_056,joy,14
"The love of my father made her love in our Norway a second country, and
here she spent the remainder of her life; she never, however, could
rightly bear this cold climate, longed secretly for that warmer land,
and died with the longing.",Strife and Peace,Fredrika Bremer,1844,FB_056,sadness,43
"To me has she bequeathed this feeling; and
although I have never seen those orange groves, that warm blue heaven,
of which she so gladly spoke, I drew in from childhood a love to them; I
have, besides, inherited my mother's suffering from cold;--my chest is
not strong, ah!--the long, dark winters of Nordland; the residence on
the sea-shore in a climate which is twice as cold as that to which I
have been accustomed, the sea-mists and storms--ah!",Strife and Peace,Fredrika Bremer,1844,FB_056,sadness,79
"I miss you every moment whilst I am
arranging my dwelling for your reception, and feel continually the
necessity of asking, ""How do you wish it?",Strife and Peace,Fredrika Bremer,1844,FB_058,sadness,26
"In love, in
friendship, in the great life of the people, in the quiet family circle,
everywhere where I see happiness and prosperity, see I also trade; nay,
what is the whole earth if not a colony from the mother country of
heaven, and whose well-being and happy condition depend upon free export
and import!",Strife and Peace,Fredrika Bremer,1844,FB_059,joy,55
"""Oh!"" exclaimed Susanna, ""how this man loves you, and how you must love
him!",Strife and Peace,Fredrika Bremer,1844,FB_060,joy,14
"Susanna felt great pleasure on
seeing the affectionate, confidential understanding between the
betrothed.",Strife and Peace,Fredrika Bremer,1844,FB_061,joy,13
"She herself also was now happier, because Harald now left
Alette much with her bridegroom, and sought as before for Susanna's
society.",Strife and Peace,Fredrika Bremer,1844,FB_061,joy,22
"And I am son unto Gulleig Boë;
 And wilt thou be to me faithful and loving,
 Then I will choose thee, dear maiden, for me.",Strife and Peace,Fredrika Bremer,1844,FB_062,joy,25
"Never had Susanna looked so well and so happy; but then neither had she
ever enjoyed such pleasure.",Strife and Peace,Fredrika Bremer,1844,FB_062,joy,18
"The lovely evening; the tones of the music;
the life of the dance; Harald's looks, which expressed in a high degree
his satisfaction; the delighted happy faces which she saw around
her--never before had she thought life so pleasant!",Strife and Peace,Fredrika Bremer,1844,FB_062,joy,39
"She had danced it several times in her own country, and
joyfully accepted Harald's invitation.",Strife and Peace,Fredrika Bremer,1844,FB_063,joy,15
"Several large leafy branches which were
reared between the benches and window, prevented her from seeing two
persons who stood in quiet conversation, but she remained sitting, as if
enchanted, as she heard the voice of Alette, saying: ""Susanna is to be sure an excellent and good girl, and I really like
her; but yet, Harald, it would distress me if you seriously were
attached to her.""",Strife and Peace,Fredrika Bremer,1844,FB_065,sadness,67
"""I fancy you are right, Alette; and I shall follow your advice, but----"" ""Besides,"" said Alette, interrupting him in her zeal, ""it is time enough
for you to think of marrying.",Strife and Peace,Fredrika Bremer,1844,FB_065,joy,31
"""Ah!"" now began Sanna, and painful tears began to flow down her cheeks,
""one is not just as good as another, and education and training make a
great difference between people.",Strife and Peace,Fredrika Bremer,1844,FB_066,sadness,31
"But Susanna was very much excited, and very unhappy, as she said this.",Strife and Peace,Fredrika Bremer,1844,FB_066,sadness,13
"Susanna looked up to the window, and stood in mute
astonishment; for at the window stood the Colonel's widow, but no longer
the gloomy, sorrowful lady.",Strife and Peace,Fredrika Bremer,1844,FB_066,sadness,26
"With her hands pressed upon her breast, she
looked up to the clear stars with an expression of glowing gratitude.",Strife and Peace,Fredrika Bremer,1844,FB_066,joy,20
"""Lord God!"" said Susanna, painfully excited, ""I spoke not for myself.",Strife and Peace,Fredrika Bremer,1844,FB_066,joy,11
"Could I die to save my lady from any danger, any sorrow, heaven knows
that I would do it with joy!",Strife and Peace,Fredrika Bremer,1844,FB_067,joy,21
"""I have been very unhappy, Susanna!"" resumed Mrs. Astrid, without
remarking her agitated state of mind; ""life has been a burden to me.",Strife and Peace,Fredrika Bremer,1844,FB_067,sadness,23
"""Well, well,"" said Mrs. Astrid, almost joyfully, ""then it would be no
use my saying no.""",Strife and Peace,Fredrika Bremer,1844,FB_067,joy,16
"In the first place, I will thank my wife for her
angel-patience with me during my life, and tell her, that it is owing to
her conduct that I have at this moment my faith left in virtue and a
just Providence.",Strife and Peace,Fredrika Bremer,1844,FB_067,joy,42
"But Mrs. Astrid kissed it with tears of joy and gratitude,
whilst she whispered, ""Oh, what a recompense!",Strife and Peace,Fredrika Bremer,1844,FB_067,joy,18
"And Susanna was glad
that her household affairs gave her a good excuse for absenting herself
from the company, and even from avoiding intercourse with the world.",Strife and Peace,Fredrika Bremer,1844,FB_069,joy,27
"In her distress she called upon his name, and had great
joy in hearing his voice reply to her.",Strife and Peace,Fredrika Bremer,1844,FB_072,joy,19
"It was perhaps welcome to both Harald and Susanna, that in this moment
of mutual constraint, they were prevented by the presence of these
persons from being alone together.",Strife and Peace,Fredrika Bremer,1844,FB_072,joy,29
"Poor Susanna was so full of remorse for her wilfulness, which had
occasioned Harald's accident, so grateful for his care for her, that
every bitter feeling as well towards him as to Alette, had vanished from
her heart.",Strife and Peace,Fredrika Bremer,1844,FB_073,sadness,38
"But dreadful thoughts began to rise in Susanna's
mind.",Strife and Peace,Fredrika Bremer,1844,FB_076,fear,9
"Soon had Susanna formed here,
out of carpet-bags, cloaks, and shawls, a comfortable couch for her
wearied lady, who thanked her for it with such a friendly glance as
Susanna had never before seen in her eyes.",Strife and Peace,Fredrika Bremer,1844,FB_076,joy,37
"Soon was Susanna, lively and cheerful, busied by the fire.",Strife and Peace,Fredrika Bremer,1844,FB_077,joy,10
"The flames which now danced over the snow were the flames
of his own hearth, and it was his wife who, happy and hospitable, was
busied about them, diffusing comfort and joy around her.",Strife and Peace,Fredrika Bremer,1844,FB_078,joy,34
"He could not turn his
eyes from Susanna; every moment she seemed more beautiful to him.--The
sweet enchantment of love had come over him.",Strife and Peace,Fredrika Bremer,1844,FB_078,joy,24
"Shapes of snow and ice came
near to her, and seemed to wish to surround her--but suddenly vanished,
and were melted before the warm looks of love, and the sun shone forth
in glory; and happy, sweet feelings blossomed forth in her soul.",Strife and Peace,Fredrika Bremer,1844,FB_079,joy,43
"Again anxiously called
the tender child's voice, and Susanna saw her little sister sink upon
the stones of the shore, and the white waves beat over her.",Strife and Peace,Fredrika Bremer,1844,FB_079,fear,27
"Would not neglect and want let her sink upon the hard
stones of life, and the waves of misery go over her?",Strife and Peace,Fredrika Bremer,1844,FB_080,sadness,22
"In the midst of
these gloomy thoughts, Susanna was surprised by Harald.",Strife and Peace,Fredrika Bremer,1844,FB_080,surprise,12
"He saw that she
had been weeping, and asked, with a voice so kind it went to Susanna's
heart-- ""Why so dejected?",Strife and Peace,Fredrika Bremer,1844,FB_080,sadness,22
"But it is no use
troubling oneself about them,"" continued she more cheerfully, ""it will
be all well enough when the day dawns.",Strife and Peace,Fredrika Bremer,1844,FB_080,joy,23
"""It is here really fearful!"" said Susanna, and shuddered.",Strife and Peace,Fredrika Bremer,1844,FB_081,fear,9
"With
the help of the servant, he made several attempts to seat himself again
upon his horse, but in vain.",Strife and Peace,Fredrika Bremer,1844,FB_084,sadness,20
"""Susanna,"" said she, ""I would also gladly get there.",Strife and Peace,Fredrika Bremer,1844,FB_085,joy,9
Mrs. Astrid gazed with a mournful look up to the grave-like vault.,Strife and Peace,Fredrika Bremer,1844,FB_086,sadness,12
"""Yes, we can, we will,"" said Susanna, with firm resolution.",Strife and Peace,Fredrika Bremer,1844,FB_086,joy,10
"""And how?"" said Harald, ""the servant is a stupid fellow, he never could
find his way.""",Strife and Peace,Fredrika Bremer,1844,FB_086,anger,16
"With deep attention, Susanna listened, and then said cheerfully, ""Now I
have it!",Strife and Peace,Fredrika Bremer,1844,FB_086,joy,13
"""We seem both,"" resumed Mrs. Astrid, ""now to stand near the grave; but
you are stronger and younger than I, you I hope will be rescued.",Strife and Peace,Fredrika Bremer,1844,FB_087,joy,26
How I loved her I am not able to express.,Strife and Peace,Fredrika Bremer,1844,FB_087,joy,10
"But there was no good luck.--The fortune
which my sister possessed placed her in a condition to follow her own
heart's bias, and she gave her hand to a poor but amiable young man, a
Lieutenant Wolf, and lived with him some months of the highest earthly
felicity.",Strife and Peace,Fredrika Bremer,1844,FB_088,sadness,48
"Wolf perished on a
sea-voyage, and his inconsolable wife sunk under her sorrow.",Strife and Peace,Fredrika Bremer,1844,FB_088,sadness,13
"She died
some hours after she had given birth to a son, and after she had laid
her tender babe in my arms, and prayed me to become its mother.",Strife and Peace,Fredrika Bremer,1844,FB_088,sadness,30
"""Good God!"" exclaimed
Mrs. Astrid, ""you are----"" ""Your sister's son; the child that you mourn.",Strife and Peace,Fredrika Bremer,1844,FB_090,sadness,15
"Death
deprived us of this beloved support; Alette's father has been now dead
two years: Alette removed to some near relatives, in order after a
certain time, to give her hand to a man whom she has long loved; and I
sought in travel to dissipate the feeling of desolation which had seized
on my heart.",Strife and Peace,Fredrika Bremer,1844,FB_091,sadness,56
May I again call you mother?,Strife and Peace,Fredrika Bremer,1844,FB_092,surprise,6
"But a strange sensation suddenly seized her, as if her heart would sink,
and her knees failed her.",Strife and Peace,Fredrika Bremer,1844,FB_092,surprise,18
"gracious Heaven!"" exclaimed now two voices at once; and,
strong with terror and surprise, sprang up Mrs. Astrid and Harald, and
embraced Susanna.",Strife and Peace,Fredrika Bremer,1844,FB_092,surprise,23
"It was the first
time that Susanna had enjoyed such a glance, and she looked up as
joyfully as if she had gazed into the opened heaven.",Strife and Peace,Fredrika Bremer,1844,FB_093,joy,27
"Mrs. Astrid, who saw
the young girl as it were born anew under her hands, conceived for her
an attachment which surprised herself, much as it made her happy.",Strife and Peace,Fredrika Bremer,1844,FB_094,surprise,29
"With astonishment and joy did she then learn how Mrs. Astrid
had discovered in Harald her sister's son; and how, by this, much
darkness had vanished from her life.",Strife and Peace,Fredrika Bremer,1844,FB_095,surprise,29
"Susanna dropt a tear for the old man's fate, but felt within her a
secret regret not to have died like him.",Strife and Peace,Fredrika Bremer,1844,FB_095,sadness,22
"She trembled violently, and could not restrain her tears.",Strife and Peace,Fredrika Bremer,1844,FB_096,sadness,9
"""So then yet some months!"" thought Susanna with a melancholy pleasure.",Strife and Peace,Fredrika Bremer,1844,FB_096,joy,11
"Mrs. Astrid was the whole time in the highest spirits,
and seemed every day to become more joyous.",Strife and Peace,Fredrika Bremer,1844,FB_096,joy,18
"Susanna's mood of mind, on
the contrary, became every day more depressed.",Strife and Peace,Fredrika Bremer,1844,FB_096,sadness,12
"Susanna's heart swelled with sadness as she saw again the places and the
objects which were so dear to her, and which she should now soon quit
for ever.",Strife and Peace,Fredrika Bremer,1844,FB_096,sadness,29
"They arrived now in Semb, and were greeted by Alfiero with barkings of
clamorous delight.--Susanna, with a tear in her eye, greeted and nodded
to all beloved acquaintances, both people and animals.",Strife and Peace,Fredrika Bremer,1844,FB_097,joy,32
She opened it--entered--and stood dumb with astonishment.,Strife and Peace,Fredrika Bremer,1844,FB_098,surprise,7
"With a cry of almost wild joy Susanna sprang
forward, and clasped the little sister in her arms.",Strife and Peace,Fredrika Bremer,1844,FB_098,joy,18
"Susanna was pale, wept and laughed, and knew not for some time what went
on around her.",Strife and Peace,Fredrika Bremer,1844,FB_098,joy,17
"""By making me happy, Susanna.",Strife and Peace,Fredrika Bremer,1844,FB_099,joy,5
"Susanna stood up, while she said with as much candour as cordiality,
""God knows best how happy I should feel myself, if I could believe--if
words were spoken for your own sake, and not merely for mine.",Strife and Peace,Fredrika Bremer,1844,FB_099,joy,37
"""I will hope that my young
relatives and my daughter Susanna do not take upon them to transact and
to determine important affairs without taking me into the council.",Strife and Peace,Fredrika Bremer,1844,FB_099,joy,29
"A new youth appeared now to play upon her cheeks, to breathe upon
her lips, while the clear eyes, with a glad and quiet enjoyment, gazed
around her, now on the beauties of nature, and now on a more beautiful
sight which she had immediately before her eyes--a happy human pair.",Strife and Peace,Fredrika Bremer,1844,FB_100,joy,51
"Her heart was so full
of gratitude it seemed ready to burst.",Strife and Peace,Fredrika Bremer,1844,FB_101,joy,12
"Mrs. Astrid clasped them both warmly in her arms, and said, with a
still, inward voice, as she went with them to the window, whence was
seen the beautiful dale in all its whole extent: We begin to-day
together a new life, and we will together endeavour to make it happy.",Strife and Peace,Fredrika Bremer,1844,FB_101,joy,51
"""Well, well,"" said she kindly; ""if you will sometimes listen to the old
woman's preachings, she, on the other hand, will often be a child with
you, and learn with you, and of you.",Strife and Peace,Fredrika Bremer,1844,FB_102,joy,34
"I am at this moment equally curious
about nature, and long to make a closer acquaintance with her.",Strife and Peace,Fredrika Bremer,1844,FB_102,surprise,18
"""Sweet Alette!"" said Susanna, glad in this way to be released from
Brother-in-law Lexow's jokes, ""how happy it makes me to see you so gay
and healthy, spite of your residence up in the North, which you feared
so much.""",Strife and Peace,Fredrika Bremer,1844,FB_104,joy,40
"""Ah!"" said Alette, softly and sincerely, ""a husband like my Lexow can
make summer and happiness blossom forth all over the earth; but----"" and
now again the melancholy expression crept over Alette's countenance; but
she constrained herself, and continued joyfully, ""but we need not now
hold forth in praise of these good gentlemen, who, I observe, have
nothing better to do than to come and listen to us; and therefore--(and
here Alette raised her voice significantly)--since we have done with my
dear husband, we will give yours his well-merited share.",Strife and Peace,Fredrika Bremer,1844,FB_104,joy,90
"""Am I a despot, Susanna?",Strife and Peace,Fredrika Bremer,1844,FB_105,surprise,5
"Such fools we are, she thought, crossing Victoria
Street.",Mrs Dalloway,Virginia Woolf,1925,VW_001,anger,9
"The War was over, except for some one
like Mrs. Foxcroft at the Embassy last night eating her heart out
because that nice boy was killed and now the old Manor House must go
to a cousin; or Lady Bexborough who opened a bazaar, they said, with
the telegram in her hand, John, her favourite, killed; but it was
over; thank Heaven--over.",Mrs Dalloway,Virginia Woolf,1925,VW_002,joy,62
"Ah yes, she did of course; what a nuisance; and felt very
sisterly and oddly conscious at the same time of her hat.",Mrs Dalloway,Virginia Woolf,1925,VW_003,anger,23
"Arlington Street and Piccadilly seemed to chafe the very air
in the Park and lift its leaves hotly, brilliantly, on waves of that
divine vitality which Clarissa loved.",Mrs Dalloway,Virginia Woolf,1925,VW_003,joy,28
"To dance, to ride, she had adored
all that.)",Mrs Dalloway,Virginia Woolf,1925,VW_003,joy,9
"For he was quite
happy, he assured her--perfectly happy, though he had never done a
thing that they talked of; his whole life had been a failure.",Mrs Dalloway,Virginia Woolf,1925,VW_004,sadness,27
"It made
her angry still.",Mrs Dalloway,Virginia Woolf,1925,VW_004,anger,5
"But what was she dreaming as she looked into Hatchards’ shop
window?",Mrs Dalloway,Virginia Woolf,1925,VW_005,surprise,12
What was she trying to recover?,Mrs Dalloway,Virginia Woolf,1925,VW_005,surprise,6
"This late age of the world’s experience had bred in them all, all men
and women, a well of tears.",Mrs Dalloway,Virginia Woolf,1925,VW_005,sadness,20
"How much she wanted it--that people should look pleased
as she came in, Clarissa thought and turned and walked back towards
Bond Street, annoyed, because it was silly to have other reasons for
doing things.",Mrs Dalloway,Virginia Woolf,1925,VW_005,anger,35
"That she held herself
well was true; and had nice hands and feet; and dressed well,
considering that she spent little.",Mrs Dalloway,Virginia Woolf,1925,VW_006,joy,21
"Year in year out she wore that coat; she
perspired; she was never in the room five minutes without making you
feel her superiority, your inferiority; how poor she was; how rich you
were; how she lived in a slum without a cushion or a bed or a rug or
whatever it might be, all her soul rusted with that grievance sticking
in it, her dismissal from school during the War--poor embittered
unfortunate creature!",Mrs Dalloway,Virginia Woolf,1925,VW_007,sadness,74
"to hear twigs cracking and feel hooves planted down in the
depths of that leaf-encumbered forest, the soul; never to be content
quite, or quite secure, for at any moment the brute would be stirring,
this hatred, which, especially since her illness, had power to make
her feel scraped, hurt in her spine; gave her physical pain, and made
all pleasure in beauty, in friendship, in being well, in being loved
and making her home delightful rock, quiver, and bend as if indeed
there were a monster grubbing at the roots, as if the whole panoply of
content were nothing but self love!",Mrs Dalloway,Virginia Woolf,1925,VW_007,joy,103
"angrily, as if she had
interrupted him.",Mrs Dalloway,Virginia Woolf,1925,VW_009,joy,7
"she wondered, for the street was blocked.",Mrs Dalloway,Virginia Woolf,1925,VW_010,surprise,7
"Happily Rezia put her hand
with a tremendous weight on his knee so that he was weighted down,
transfixed, or the excitement of the elm trees rising and falling,
rising and falling with all their leaves alight and the colour thinning
and thickening from blue to the green of a hollow wave, like plumes on
horses’ heads, feathers on ladies’, so proudly they rose and fell, so
superbly, would have sent him mad.",Mrs Dalloway,Virginia Woolf,1925,VW_014,joy,73
"She could
not sit beside him when he stared so and did not see her and made
everything terrible; sky and tree, children playing, dragging carts,
blowing whistles, falling down; all were terrible.",Mrs Dalloway,Virginia Woolf,1925,VW_014,fear,33
"Her wedding ring slipped--she had grown so
thin.",Mrs Dalloway,Virginia Woolf,1925,VW_015,sadness,8
It was she who suffered--but she had nobody to tell.,Mrs Dalloway,Virginia Woolf,1925,VW_015,sadness,10
"Far was Italy and the white houses and the room where her sisters sat
making hats, and the streets crowded every evening with people walking,
laughing out loud, not half alive like people here, huddled up in Bath
chairs, looking at a few ugly flowers stuck in pots!",Mrs Dalloway,Virginia Woolf,1925,VW_015,joy,48
"she cried, twisting the knob of the iron
railing.",Mrs Dalloway,Virginia Woolf,1925,VW_017,sadness,9
"She had had a hard time of it, and
couldn’t help smiling at a girl like that.",Mrs Dalloway,Virginia Woolf,1925,VW_017,sadness,17
"Pity she
asked of Maisie Johnson, standing by the hyacinth beds.",Mrs Dalloway,Virginia Woolf,1925,VW_018,sadness,11
"Fear no more the heat o’ the sun; for
the shock of Lady Bruton asking Richard to lunch without her made the
moment in which she had stood shiver, as a plant on the river-bed feels
the shock of a passing oar and shivers: so she rocked: so she shivered.",Mrs Dalloway,Virginia Woolf,1925,VW_019,fear,50
"Lovely in girlhood, suddenly there came a moment--for
example on the river beneath the woods at Clieveden--when, through
some contraction of this cold spirit, she had failed him.",Mrs Dalloway,Virginia Woolf,1925,VW_020,joy,28
"But this question of love (she thought, putting her coat away), this
falling in love with women.",Mrs Dalloway,Virginia Woolf,1925,VW_021,joy,17
"Perhaps that summer
she came to stay at Bourton, walking in quite unexpectedly without a
penny in her pocket, one night after dinner, and upsetting poor Aunt
Helena to such an extent that she never forgave her.",Mrs Dalloway,Virginia Woolf,1925,VW_022,sadness,37
Indeed she did shock people.,Mrs Dalloway,Virginia Woolf,1925,VW_022,surprise,5
"She was untidy, Papa
said.",Mrs Dalloway,Virginia Woolf,1925,VW_022,anger,5
"But she could remember going cold
with excitement, and doing her hair in a kind of ecstasy (now the old
feeling began to come back to her, as she took out her hairpins, laid
them on the dressing-table, began to do her hair), with the rooks
flaunting up and down in the pink evening light, and dressing, and
going downstairs, and feeling as she crossed the hall “if it were now
to die ’twere now to be most happy.”",Mrs Dalloway,Virginia Woolf,1925,VW_023,joy,79
She was wearing pink gauze--was that possible?,Mrs Dalloway,Virginia Woolf,1925,VW_023,surprise,7
"Then came the most exquisite moment of
her whole life passing a stone urn with flowers in it.",Mrs Dalloway,Virginia Woolf,1925,VW_023,joy,18
"she said to herself, as if she had known all along
that something would interrupt, would embitter her moment of happiness.",Mrs Dalloway,Virginia Woolf,1925,VW_024,joy,21
"What would he think, she wondered, when he came back?",Mrs Dalloway,Virginia Woolf,1925,VW_024,surprise,10
"Now, where was
her dress?",Mrs Dalloway,Virginia Woolf,1925,VW_025,surprise,5
"Strange, she thought, pausing on the landing, and assembling that
diamond shape, that single person, strange how a mistress knows the
very moment, the very temper of her house!",Mrs Dalloway,Virginia Woolf,1925,VW_025,surprise,29
"“But, thank you, Lucy, oh, thank you,” said Mrs. Dalloway, and thank
you, thank you, she went on saying (sitting down on the sofa with her
dress over her knees, her scissors, her silks), thank you, thank you,
she went on saying in gratitude to her servants generally for helping
her to be like this, to be what she wanted, gentle, generous-hearted.",Mrs Dalloway,Virginia Woolf,1925,VW_026,joy,62
"so surprised she was to see him, so glad, so shy, so
utterly taken aback to have Peter Walsh come to her unexpectedly in
the morning!",Mrs Dalloway,Virginia Woolf,1925,VW_027,surprise,26
"Exactly the same, thought Clarissa; the same queer look; the same check
suit; a little out of the straight his face is, a little thinner,
dryer, perhaps, but he looks awfully well, and just the same.",Mrs Dalloway,Virginia Woolf,1925,VW_027,joy,36
"she wondered, that awful
summer?",Mrs Dalloway,Virginia Woolf,1925,VW_027,surprise,5
"she
cried, putting her hands, one on top of another, down on her dress.",Mrs Dalloway,Virginia Woolf,1925,VW_028,sadness,14
"Why make him suffer, when she had tortured him so infernally?",Mrs Dalloway,Virginia Woolf,1925,VW_028,surprise,11
And what had she made of it?,Mrs Dalloway,Virginia Woolf,1925,VW_028,surprise,7
"I detest the smugness of the whole affair he thought;
Richard’s doing, not Clarissa’s;",Mrs Dalloway,Virginia Woolf,1925,VW_029,anger,14
"“In love,” he repeated, now speaking rather dryly to Clarissa
Dalloway; “in love with a girl in India.”",Mrs Dalloway,Virginia Woolf,1925,VW_030,joy,18
"her eye flashed
back to her; but in her heart she felt, all the same, he is in love.",Mrs Dalloway,Virginia Woolf,1925,VW_030,joy,19
"He
has that, she felt; he is in love.",Mrs Dalloway,Virginia Woolf,1925,VW_030,joy,9
"And with a curious ironical sweetness he smiled as he placed her in
this ridiculous way before Clarissa.",Mrs Dalloway,Virginia Woolf,1925,VW_030,surprise,18
"(All the same, he is in love, thought Clarissa.)",Mrs Dalloway,Virginia Woolf,1925,VW_030,joy,9
"Still, he was
in love; her old friend, her dear Peter, he was in love.",Mrs Dalloway,Virginia Woolf,1925,VW_031,joy,15
"she cried to herself in
irrepressible irritation; it was his silly unconventionality, his
weakness; his lack of the ghost of a notion what any one else was
feeling that annoyed her, had always annoyed her; and now at his age,
how silly!",Mrs Dalloway,Virginia Woolf,1925,VW_031,anger,42
"she cried, as a sleeper in the night starts and
stretches a hand in the dark for help.",Mrs Dalloway,Virginia Woolf,1925,VW_031,sadness,18
"He has left me; I am alone for ever, she thought,
folding her hands upon her knee.",Mrs Dalloway,Virginia Woolf,1925,VW_031,sadness,17
The way she said “Here is my Elizabeth!”--that annoyed him.,Mrs Dalloway,Virginia Woolf,1925,VW_033,anger,10
"Yet, though
she is perfectly right, her voice, being the voice of the hostess, is
reluctant to inflict its individuality.",Mrs Dalloway,Virginia Woolf,1925,VW_033,joy,20
"It was her heart,
he remembered; and the sudden loudness of the final stroke tolled for
death that surprised in the midst of life, Clarissa falling where she
stood, in her drawing-room.",Mrs Dalloway,Virginia Woolf,1925,VW_033,surprise,32
"Was she, he wondered as she moved,
respectable?",Mrs Dalloway,Virginia Woolf,1925,VW_036,surprise,8
"Laughing and delightful, she had crossed Oxford Street and Great
Portland Street and turned down one of the little streets, and now, and
now, the great moment was approaching, for now she slackened, opened
her bag, and with one look in his direction, but not at him, one look
that bade farewell, summed up the whole situation and dismissed it
triumphantly, for ever, had fitted her key, opened the door, and gone!",Mrs Dalloway,Virginia Woolf,1925,VW_036,joy,72
"It was at Bourton that summer, early in the ’nineties, when he was so
passionately in love with Clarissa.",Mrs Dalloway,Virginia Woolf,1925,VW_039,joy,19
"He could see Sally Seton, like a child who has
been in mischief, leaning forward, rather flushed, wanting to talk,
but afraid, and Clarissa did frighten people.",Mrs Dalloway,Virginia Woolf,1925,VW_040,fear,27
"It was as if she said to
Peter--it was all aimed at him, he knew--“I know you thought me absurd
about that woman just now; but see how extraordinarily sympathetic I
am; see how I love my Rob!”",Mrs Dalloway,Virginia Woolf,1925,VW_040,joy,38
"Yet Heaven
knows he loved her.",Mrs Dalloway,Virginia Woolf,1925,VW_041,joy,6
"His demands upon Clarissa (he could see
it now) were absurd.",Mrs Dalloway,Virginia Woolf,1925,VW_042,anger,11
"She was exposed; she was
surrounded by the enormous trees, vast clouds of an indifferent world,
exposed; tortured; and why should she suffer?",Mrs Dalloway,Virginia Woolf,1925,VW_044,surprise,23
"She had come to live here, in
this awful city.",Mrs Dalloway,Virginia Woolf,1925,VW_044,disgust,10
"Perfect nonsense it was; about death;
about Miss Isabel Pole.",Mrs Dalloway,Virginia Woolf,1925,VW_045,anger,10
"What then had happened--why had he gone, then, why, when she
sat by him, did he start, frown at her, move away, and point at her
hand, take her hand, look at it terrified?",Mrs Dalloway,Virginia Woolf,1925,VW_045,surprise,34
"To be
having an awful scene--the poor girl looked absolutely desperate--in
the middle of the morning.",Mrs Dalloway,Virginia Woolf,1925,VW_047,fear,16
"But what was it about, he wondered, what
had the young man in the overcoat been saying to her to make her look
like that; what awful fix had they got themselves into, both to look
so desperate as that on a fine summer morning?",Mrs Dalloway,Virginia Woolf,1925,VW_048,surprise,45
"Still at his age he had, like a boy or a girl even, these alternations
of mood; good days, bad days, for no reason whatever, happiness from
a pretty face, downright misery at the sight of a frump.",Mrs Dalloway,Virginia Woolf,1925,VW_048,sadness,38
"After India
of course one fell in love with every woman one met.",Mrs Dalloway,Virginia Woolf,1925,VW_048,joy,13
"Then suddenly she would
say something quite unexpected--something sharp.",Mrs Dalloway,Virginia Woolf,1925,VW_050,surprise,9
But how could she swallow all that stuff about poetry?,Mrs Dalloway,Virginia Woolf,1925,VW_050,surprise,10
"(You could always get her
to own up if you took the trouble; she was honest.)",Mrs Dalloway,Virginia Woolf,1925,VW_051,joy,16
